usar,otherCatalogNumbers,catalogNumber,institutionCode,collectionCode,individualCount,basisOfRecord,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,identificationQualifier,scientificNameAuthorship,vernacularName,taxonRemarks,identifiedBy,geodeticDatum,decimalLatitude,decimalLongitude,continent,countryCode,country,stateProvince,waterBody,eventDate,locality,recordedBy,samplingProtocol,associatedSequences,agua
TRUE,INPA-ICT 046309,14526,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus schomburgkii, Jardine & Schomburgk, 1841",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,,"Jardine & Schomburgk, 1841",Pacu cadete,,"Machado, V.",WGS84,-1.99678,-56.88378,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,boca do rio Paratucu -Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046309,14527,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus schomburgkii, Jardine & Schomburgk, 1841",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,,"Jardine & Schomburgk, 1841",Pacu cadete,,"Machado, V.",WGS84,-1.99678,-56.88378,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,boca do rio Paratucu -Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,496,UFAM,CTGA,1,,Other material,"Myloplus schomburgkii, Jardine & Schomburgk, 1841",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,,"Jardine & Schomburgk, 1841",Pacu cadete,,"Machado, V.",WGS84,-1.99678,-56.88378,South America,BR,Brazil,Amazonas,Nhamundá,2008-10-25,boca do rio Paratucu -Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046316,14265,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus arnoldi, Ahl, 1936",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,,"Ahl, 1936",Pacu,,"Andrade, M.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-21,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
FALSE,INPA-ICT 046316,14267,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus arnoldi, Ahl, 1936",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,,"Ahl, 1936",Pacu,,"Andrade, M.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-21,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046317,14368,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus arnoldi, Ahl, 1936",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,,"Ahl, 1936",Pacu,,"Andrade, M.",WGS84,-1.67511,-57.47677,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,Com. Chave - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046318,14270,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus lobatus, Valenciennes, 1850",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,lobatus,species,,"Valenciennes, 1850",Pacu,,"Andrade, M.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046318,14271,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus lobatus, Valenciennes, 1850",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,lobatus,species,,"Valenciennes, 1850",Pacu,,"Andrade, M.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046318,14272,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus lobatus, Valenciennes, 1850",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,lobatus,species,,"Valenciennes, 1850",Pacu,,"Andrade, M.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046318,14273,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus lobatus, Valenciennes, 1850",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,lobatus,species,,"Valenciennes, 1850",Pacu,,"Andrade, M.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046318,14274,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus lobatus, Valenciennes, 1850",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,lobatus,species,,"Valenciennes, 1850",Pacu,,"Andrade, M.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046319,14366,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus lobatus, Valenciennes, 1850",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,lobatus,species,,"Valenciennes, 1850",Pacu,,"Andrade, M.",WGS84,-1.67511,-57.47677,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-24,Com. Chave - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046317,14367,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus lobatus, Valenciennes, 1850",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,lobatus,species,,"Valenciennes, 1850",Pacu,,"Andrade, M.",WGS84,-1.67511,-57.47677,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-25,Com. Chave - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046308,14525,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus lobatus, Valenciennes, 1850",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,lobatus,species,,"Valenciennes, 1850",Pacu,,"Andrade, M.",WGS84,-1.99678,-56.88378,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-25,boca do rio Paratucu -Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,14291,UFAM,CTGA,1,,Other material,"Myloplus lobatus, Valenciennes, 1850",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,lobatus,species,,"Valenciennes, 1850",Pacu,,"Machado, V.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,14292,UFAM,CTGA,1,,Other material,"Myloplus lobatus, Valenciennes, 1850",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,lobatus,species,,"Valenciennes, 1850",Pacu,,"Machado, V.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,14293,UFAM,CTGA,1,,Other material,"Myloplus lobatus, Valenciennes, 1850",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,lobatus,species,,"Valenciennes, 1850",Pacu,,"Machado, V.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,14294,UFAM,CTGA,1,,Other material,"Myloplus lobatus, Valenciennes, 1850",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,lobatus,species,,"Valenciennes, 1850",Pacu,,"Machado, V.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,14295,UFAM,CTGA,1,,Other material,"Myloplus lobatus, Valenciennes, 1850",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,lobatus,species,,"Valenciennes, 1850",Pacu,,"Machado, V.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,14410,UFAM,CTGA,1,,Other material,"Myloplus rubripinnis, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,,"Muller & Troschel, 1844",Pacu,,"Machado, V.",WGS84,-1.67511,-57.47677,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-25,Com. Chave - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,Mylenha,UFAM,CTGA,1,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii, Jégu, Santos & Ferreira, 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,,"Jégu, Santos & Ferreira, 1989",Pacu Badi,,"Machado, V.",WGS84,-1.37026,-57.97528,South America,BR,Brazil,Amazonas,Nhamundá,2015-03-25,Com. Indígena Riozinho - rio Nhamundá,Valeria Machado,Zagaia,,Clear
TRUE,INPA-ICT 046321,14365,UFAM,CTGA,1,,Other material,"Myloplus nigrolineatus, Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,sp nova,"Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Pacu,,"Machado, V.",WGS84,-1.67511,-57.47677,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-25,Com. Chave - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046320,14469,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus nigrolineatus, Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,sp nova,"Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Pacu,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046320,14470,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus nigrolineatus, Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,sp nova,"Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Pacu,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046320,14471,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus nigrolineatus, Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,sp nova,"Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Pacu,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046320,14472,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus nigrolineatus, Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,sp nova,"Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Pacu,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046320,14473,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus nigrolineatus, Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,sp nova,"Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Pacu,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046320,14474,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus nigrolineatus, Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,sp nova,"Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Pacu,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046320,14475,UFAM,CTGA,1,PreservedSpecimen,Other material,Myloplus,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,asterias,species,,,Pacu,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,14460,UFAM,CTGA,1,,Other material,Myloplus,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,asterias,species,,,Pacu,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,14461,UFAM,CTGA,1,,Other material,Myloplus,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,asterias,species,,,Pacu,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,14462,UFAM,CTGA,1,,Other material,Myloplus,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,asterias,species,,,Pacu,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,14463,UFAM,CTGA,1,,Other material,Myloplus,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,asterias,species,,,Pacu,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,14464,UFAM,CTGA,1,,Other material,Myloplus,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,asterias,species,,,Pacu,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046327,14372,UFAM,CTGA,1,PreservedSpecimen,Other material,"Pristobrycon striolatus, Steindachner, 1908",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pristobrycon,striolatus,species,,"Steindachner, 1908",Piranha mafurá,,"Machado, V.",WGS84,-1.67511,-57.47677,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-25,Com. Chave - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046327,14373,UFAM,CTGA,1,PreservedSpecimen,Other material,"Pristobrycon striolatus, Steindachner, 1908",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pristobrycon,striolatus,species,,"Steindachner, 1908",Piranha mafurá,,"Machado, V.",WGS84,-1.67511,-57.47677,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-25,Com. Chave - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046327,14374,UFAM,CTGA,1,PreservedSpecimen,Other material,"Pristobrycon striolatus, Steindachner, 1908",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pristobrycon,striolatus,species,,"Steindachner, 1908",Piranha mafurá,,"Machado, V.",WGS84,-1.67511,-57.47677,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-25,Com. Chave - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046328,14431,UFAM,CTGA,1,PreservedSpecimen,Other material,"Pristobrycon striolatus, Steindachner, 1908",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pristobrycon,striolatus,species,,"Steindachner, 1908",Piranha mafurá,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046328,14432,UFAM,CTGA,1,PreservedSpecimen,Other material,"Pristobrycon striolatus, Steindachner, 1908",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pristobrycon,striolatus,species,,"Steindachner, 1908",Piranha mafurá,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046322,14371,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus compressus, Jégu, Leão & Santos, 1991",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,compressus,species,,"Jégu, Leão & Santos, 1991",Piranha,,"Andrade, M.",WGS84,-1.67511,-57.47677,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-25,Com. Chave - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046331,14370,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus rhombeus, Linnaeus, 1766",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,rhombeus,species,,"Linnaeus, 1766",Piranha preta,,"Machado, V.",WGS84,-1.67511,-57.47677,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-25,Com. Chave - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046332,14445,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus rhombeus, Linnaeus, 1766",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,rhombeus,species,,"Linnaeus, 1766",Piranha preta,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,14446,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus rhombeus, Linnaeus, 1766",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,rhombeus,species,,"Linnaeus, 1766",Piranha preta,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,14447,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus rhombeus, Linnaeus, 1766",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,rhombeus,species,,"Linnaeus, 1766",Piranha preta,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,14448,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus rhombeus, Linnaeus, 1766",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,rhombeus,species,,"Linnaeus, 1766",Piranha preta,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,14449,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus rhombeus, Linnaeus, 1766",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,rhombeus,species,,"Linnaeus, 1766",Piranha preta,,"Machado, V.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046326,14433,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus serrulatus, Valenciennes, 1850",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,serrulatus,species,,"Valenciennes, 1850",Piranha,,"Andrade, M.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046326,14434,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus serrulatus, Valenciennes, 1850",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,serrulatus,species,,"Valenciennes, 1850",Piranha,,"Andrade, M.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046323,14277,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus gouldingi, Fink & Machado-Allison, 1992",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,gouldingi,species,,"Fink & Machado-Allison, 1992",Piranha,,"Andrade, M.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046323,14278,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus gouldingi, Fink & Machado-Allison, 1992",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,gouldingi,species,,"Fink & Machado-Allison, 1992",Piranha,,"Andrade, M.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046323,14280,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus gouldingi, Fink & Machado-Allison, 1992",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,gouldingi,species,,"Fink & Machado-Allison, 1992",Piranha,,"Andrade, M.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046323,14281,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus gouldingi, Fink & Machado-Allison, 1992",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,gouldingi,species,,"Fink & Machado-Allison, 1992",Piranha,,"Andrade, M.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046329,14375,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus cf. spilopleura, Kner, 1858",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,spilopleura,species,,"Kner, 1858",Piranha,,"Andrade, M.",WGS84,-1.67511,-57.47677,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-25,Com. Chave - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046325,14376,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus cf. spilopleura, Kner, 1858",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,spilopleura,species,,"Kner, 1858",Piranha,,"Andrade, M.",WGS84,-1.67511,-57.47677,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-25,Com. Chave - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046325,14378,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus gouldingi, Fink & Machado-Allison, 1992",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,gouldingi,species,,"Fink & Machado-Allison, 1992",Piranha,,"Andrade, M.",WGS84,-1.67511,-57.47677,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-25,Com. Chave - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046326,14435,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus cf. spilopleura, Kner, 1858",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,spilopleura,species,,"Kner, 1858",Piranha,,"Andrade, M.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046330,14436,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus cf. spilopleura, Kner, 1858",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,spilopleura,species,,"Kner, 1858",Piranha,,"Andrade, M.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 046330,14437,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus cf. spilopleura, Kner, 1858",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,spilopleura,species,,"Kner, 1858",Piranha,,"Andrade, M.",WGS84,-1.69086,-57.42225,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado,Malhadeira,,Clear
FALSE,,635,UFAM,CTGA,1,,Other material,"Serrasalmus cf. spilopleura, Kner, 1858",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,spilopleura,species,,"Kner, 1858",Piranha,,"Machado, V.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-22,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
TRUE,,14299,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus gouldingi, Fink & Machado-Allison, 1992",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,gouldingi,species,,"Fink & Machado-Allison, 1992",Piranha branca,,"Andrade, M.",WGS84,-1.83191,-57.0733,South America,BR,Brazil,Amazonas,Nhamundá,2013-11-20,Baixo rio Nhamundá,Valeria Machado,Malhadeira,,Clear
