usar,otherCatalogNumbers,catalogNumber,institutionCode,collectionCode,individualCount,basisOfRecord,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,identificationQualifier,scientificNameAuthorship,vernacularName,taxonRemarks,identifiedBy,geodeticDatum,decimalLatitude,decimalLongitude,continent,countryCode,country,stateProvince,waterBody,eventDate,locality,recordedBy,samplingProtocol,associatedSequences,agua
TRUE,INPA-ICT 046281,12044,UFAM,CTGA,1,PreservedSpecimen,Other material,"Mylossoma aureum, Agassiz, 1829",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylossoma,aureum,species,,"Agassiz, 1829",Pacu manteiga,,"Machado, V.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046281,12045,UFAM,CTGA,1,PreservedSpecimen,Other material,"Mylossoma aureum, Agassiz, 1829",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylossoma,aureum,species,,"Agassiz, 1829",Pacu manteiga,,"Machado, V.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046282,12008,UFAM,CTGA,1,PreservedSpecimen,Other material,"Mylossoma duriventre, Cuvier, 1818",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylossoma,duriventre,species,,"Cuvier, 1818",Pacu manteiga,,"Machado, V.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046282,12009,UFAM,CTGA,1,PreservedSpecimen,Other material,"Mylossoma aureum, Agassiz, 1829",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylossoma,aureum,species,,"Agassiz, 1829",Pacu manteiga,,"Machado, V.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado,Malhadeira,,White
FALSE,,14618,UFAM,CTGA,1,PreservedSpecimen,Other material,Metynnis,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,,genus,sp.,,Pacuí,,"Machado, V.",WGS84,-0.93711,-61.65338,South America,,Brazil,Roraima,Branco,2013-12-15,"igarapé Quitauaú, baixo rio Água Boa",Valeria Machado,Malhadeira,,White
TRUE,,12011,UFAM,CTGA,1,PreservedSpecimen,Other material,"Metynnis hypsauchen, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,hypsauchen,species,,"Muller & Troschel, 1844",Pacuí,,"Ota, R.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046275,12207,UFAM,CTGA,1,PreservedSpecimen,Other material,"Metynnis hypsauchen, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,hypsauchen,species,,"Muller & Troschel, 1844",Pacuí,,"Ota, R.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046275,12208,UFAM,CTGA,1,PreservedSpecimen,Other material,"Metynnis hypsauchen, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,hypsauchen,species,,"Muller & Troschel, 1844",Pacuí,,"Ota, R.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046275,12209,UFAM,CTGA,1,PreservedSpecimen,Other material,"Metynnis hypsauchen, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,hypsauchen,species,,"Muller & Troschel, 1844",Pacuí,,"Ota, R.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046275,12211,UFAM,CTGA,1,PreservedSpecimen,Other material,"Metynnis hypsauchen, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,hypsauchen,species,,"Muller & Troschel, 1844",Pacuí,,"Ota, R.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046275,12218,UFAM,CTGA,1,PreservedSpecimen,Other material,"Metynnis hypsauchen, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,hypsauchen,species,,"Muller & Troschel, 1844",Pacuí,,"Ota, R.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046275,12219,UFAM,CTGA,1,PreservedSpecimen,Other material,"Metynnis hypsauchen, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,hypsauchen,species,,"Muller & Troschel, 1844",Pacuí,,"Ota, R.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,,14081,UFAM,CTGA,1,PreservedSpecimen,Other material,"Metynnis maculatus, Kner, 1858",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,maculatus,species,,"Kner, 1858",Pacuí,,"Ota, R.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,,14082,UFAM,CTGA,1,PreservedSpecimen,Other material,"Metynnis maculatus, Kner, 1858",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,maculatus,species,,"Kner, 1858",Pacuí,,"Ota, R.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,,14083,UFAM,CTGA,1,PreservedSpecimen,Other material,"Metynnis maculatus, Kner, 1858",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,maculatus,species,,"Kner, 1858",Pacuí,,"Ota, R.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,,14085,UFAM,CTGA,1,PreservedSpecimen,Other material,"Metynnis guaporensis, Eigenmann, 1915",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,guaporensis,species,,"Eigenmann, 1915",Pacuí,,"Ota, R.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,,14086,UFAM,CTGA,1,PreservedSpecimen,Other material,"Metynnis luna, Cope, 1878",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,luna,species,,"Cope, 1878",Pacuí,,"Ota, R.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,,14087,UFAM,CTGA,1,PreservedSpecimen,Other material,"Metynnis guaporensis, Eigenmann, 1915",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,guaporensis,species,,"Eigenmann, 1915",Pacuí,,"Ota, R.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046274,12210,UFAM,CTGA,1,PreservedSpecimen,Other material,"Metynnis guaporensis, Eigenmann, 1915",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,guaporensis,species,,"Eigenmann, 1915",Pacuí,,"Ota, R.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046277,12006,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus nigrolineatus, Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,sp nova,"Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Pacu galo,,"Andrade, M.",WGS84,-0.96902,-61.90061,South America,BR,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046277,12007,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus nigrolineatus, Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,sp nova,"Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Pacu galo,,"Andrade, M.",WGS84,-0.96902,-61.90061,South America,BR,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046277,12046,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus rubripinnis, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,,"Muller & Troschel, 1844",Pacu galo,,"Andrade, M.",WGS84,-0.96902,-61.90061,South America,BR,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046277,12103,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus rubripinnis, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,,"Muller & Troschel, 1844",Pacu galo,,"Andrade, M.",WGS84,-0.96902,-61.90061,South America,BR,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046277,12105,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus rubripinnis, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,,"Muller & Troschel, 1844",Pacu galo,,"Andrade, M.",WGS84,-0.96902,-61.90061,South America,BR,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,,12024,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus schomburgkii, Jardine & Schomburgk, 1841",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,,"Jardine & Schomburgk, 1841",Pacu cadete,,"Machado, V.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046280,12199,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus schomburgkii, Jardine & Schomburgk, 1841",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,,"Jardine & Schomburgk, 1841",Pacu cadete,,"Machado, V.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046280,12200,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus schomburgkii, Jardine & Schomburgk, 1841",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,,"Jardine & Schomburgk, 1841",Pacu cadete,,"Machado, V.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado,Malhadeira,,White
FALSE,,14091,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus schomburgkii, Jardine & Schomburgk, 1841",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,,"Jardine & Schomburgk, 1841",Pacu cadete,,"Machado, V.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,,14566,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus schomburgkii, Jardine & Schomburgk, 1841",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,,"Jardine & Schomburgk, 1841",Pacu cadete,,"Machado, V.",WGS84,1.09949,-61.92262,South America,BR,Brazil,Roraima,Branco,2013-12-08,"rio Capivara, afluente rio Branco - RR",Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 023398,14611,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus schomburgkii, Jardine & Schomburgk, 1841",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,,"Jardine & Schomburgk, 1841",Pacu cadete,,"Machado, V.",WGS84,1.39083,-61.65083,South America,BR,Brazil,Roraima,Branco,2013-12-11,rio Agua Boa do Univini,Valeria Machado,Malhadeira,,Clear
TRUE,,14612,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus schomburgkii, Jardine & Schomburgk, 1841",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,,"Jardine & Schomburgk, 1841",Pacu cadete,,"Machado, V.",WGS84,1.39083,-61.65083,South America,BR,Brazil,Roraima,Branco,2013-12-11,rio Agua Boa do Univini,Valeria Machado,Malhadeira,,Clear
TRUE,,14631,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus schomburgkii, Jardine & Schomburgk, 1841",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,,"Jardine & Schomburgk, 1841",Pacu cadete,,"Machado, V.",WGS84,1.39083,-61.65083,South America,BR,Brazil,Roraima,Branco,2013-12-12,rio Agua Boa do Univini,Valeria Machado,Malhadeira,,Clear
TRUE,,14632,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus schomburgkii, Jardine & Schomburgk, 1841",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,,"Jardine & Schomburgk, 1841",Pacu cadete,,"Machado, V.",WGS84,1.39083,-61.65083,South America,BR,Brazil,Roraima,Branco,2013-12-12,rio Agua Boa do Univini,Valeria Machado,Malhadeira,,Clear
TRUE,,14633,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus schomburgkii, Jardine & Schomburgk, 1841",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,,"Jardine & Schomburgk, 1841",Pacu cadete,,"Machado, V.",WGS84,1.39083,-61.65083,South America,BR,Brazil,Roraima,Branco,2013-12-12,rio Agua Boa do Univini,Valeria Machado,Malhadeira,,Clear
TRUE,INPA-ICT 023439,14067,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myleus setiger, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,,"Muller & Troschel, 1844",Pacu dente seco,,"Andrade, M.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,,14068,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myleus setiger, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,,"Muller & Troschel, 1844",Pacu dente seco,,"Andrade, M.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,,14069,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myleus setiger, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,,"Muller & Troschel, 1844",Pacu dente seco,,"Andrade, M.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 023439,14070,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myleus setiger, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,,"Muller & Troschel, 1844",Pacu dente seco,,"Andrade, M.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 023439,14072,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myleus setiger, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,,"Muller & Troschel, 1844",Pacu dente seco,,"Andrade, M.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,,14074,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myleus setiger, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,,"Muller & Troschel, 1844",Pacu dente seco,,"Andrade, M.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046276,12010,UFAM,CTGA,1,PreservedSpecimen,Other material,"Metynnis maculatus, Kner, 1858",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,maculatus,species,,"Kner, 1858",Pacu,,"Ota, R.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-14,enseada no baixo rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 023438,14071,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus rhomboidalis, Cuvier, 1818",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rhomboidalis,species,,"Cuvier, 1818",Pacu,,"Andrade, M.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046279,12104,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus asterias, Muller & Troschel, 1844",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,asterias,species,,"Muller & Troschel, 1844",Pacu,,"Machado, V.",WGS84,-0.96902,-61.90061,South America,BR,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046279,12201,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus nigrolineatus, Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,sp nova,"Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Pacu,possible new species,"Andrade, M.",WGS84,-0.96902,-61.90061,South America,BR,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046279,12202,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus nigrolineatus, Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,sp nova,"Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Pacu,possible new species,"Andrade, M.",WGS84,-0.96902,-61.90061,South America,BR,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046279,12204,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus nigrolineatus, Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,sp nova,"Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Pacu,possible new species,"Andrade, M.",WGS84,-0.96902,-61.90061,South America,BR,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046279,12205,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus nigrolineatus, Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,sp nova,"Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Pacu,possible new species,"Andrade, M.",WGS84,-0.96902,-61.90061,South America,BR,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046280,12220,UFAM,CTGA,1,PreservedSpecimen,Other material,"Myloplus nigrolineatus, Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,sp nova,"Ota, Machado, Collins, Andrade, Farias & Hrbek, 2019",Pacu,possible new species,"Andrade, M.",WGS84,-0.96902,-61.90061,South America,BR,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,,12603,UFAM,CTGA,1,PreservedSpecimen,Other material,"Pygocentrus nattereri, Kner, 1858",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pygocentrus,nattereri,species,,"Kner, 1858",Piranha caju,,"Machado, V.",WGS84,1.43216,-60.82936,South America,BR,Brazil,Roraima,Branco,2013-05-27,"rio Itã, bacia do rio Branco - RR",Valeria Machado,Malhadeira,,White
TRUE,,12626,UFAM,CTGA,1,PreservedSpecimen,Other material,"Pygocentrus nattereri, Kner, 1858",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pygocentrus,nattereri,species,,"Kner, 1858",Piranha caju,,"Machado, V.",WGS84,1.43216,-60.82936,South America,BR,Brazil,Roraima,Branco,2013-05-27,"rio Itã, bacia do rio Branco - RR",Valeria Machado,Malhadeira,,White
TRUE,,14105,UFAM,CTGA,1,PreservedSpecimen,Other material,"Pygocentrus nattereri, Kner, 1858",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pygocentrus,nattereri,species,,"Kner, 1858",Piranha caju,,"Machado, V.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,,14106,UFAM,CTGA,1,PreservedSpecimen,Other material,"Pygocentrus nattereri, Kner, 1858",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pygocentrus,nattereri,species,,"Kner, 1858",Piranha caju,,"Machado, V.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,,14107,UFAM,CTGA,1,PreservedSpecimen,Other material,"Pygocentrus nattereri, Kner, 1858",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pygocentrus,nattereri,species,,"Kner, 1858",Piranha caju,,"Machado, V.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,,14108,UFAM,CTGA,1,PreservedSpecimen,Other material,"Pygocentrus nattereri, Kner, 1858",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pygocentrus,nattereri,species,,"Kner, 1858",Piranha caju,,"Machado, V.",WGS84,2.79952,-60.66669,South America,BR,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,Malhadeira,,White
TRUE,INPA-ICT 046283,12040,UFAM,CTGA,1,PreservedSpecimen,Other material,"Pristobrycon striolatus, Steindachner, 1908",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pristobrycon,striolatus,species,,"Steindachner, 1908",Piranha mafurá,,"Machado, V.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-13,enseada no baixo rio Branco - RR,Valeria Machado,Rede de espera,,White
TRUE,INPA-ICT 046283,12041,UFAM,CTGA,1,PreservedSpecimen,Other material,"Pristobrycon striolatus, Steindachner, 1908",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pristobrycon,striolatus,species,,"Steindachner, 1908",Piranha mafurá,,"Machado, V.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-14,enseada no baixo rio Branco - RR,Valeria Machado,Rede de espera,,White
TRUE,INPA-ICT 046283,12042,UFAM,CTGA,1,PreservedSpecimen,Other material,"Pristobrycon striolatus, Steindachner, 1908",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pristobrycon,striolatus,species,,"Steindachner, 1908",Piranha mafurá,,"Machado, V.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-14,enseada no baixo rio Branco - RR,Valeria Machado,Rede de espera,,White
TRUE,INPA-ICT 046283,12194,UFAM,CTGA,1,PreservedSpecimen,Other material,"Pristobrycon striolatus, Steindachner, 1908",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pristobrycon,striolatus,species,,"Steindachner, 1908",Piranha mafurá,,"Machado, V.",WGS84,-1.06075,-61.85,South America,BR,Brazil,Roraima,Branco,2013-02-16,enseada no baixo rio Branco - RR,Valeria Machado,Rede de espera,,White
TRUE,INPA-ICT 023427,14602,UFAM,CTGA,1,PreservedSpecimen,Other material,"Pristobrycon striolatus, Steindachner, 1908",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pristobrycon,striolatus,species,,"Steindachner, 1908",Piranha mafurá,,"Machado, V.",WGS84,1.09949,-61.92262,South America,BR,Brazil,Roraima,Branco,2013-12-08,"rio Capivara, afluente rio Branco - RR",Valeria Machado,Rede de espera,,White
TRUE,INPA-ICT 046286,12035,UFAM,CTGA,1,PreservedSpecimen,Other material,"Serrasalmus spilopleura, Kner, 1858",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus,spilopleura,species,,"Kner, 1858",Piranha,,"Andrade, M.",WGS84,-0.96902,-61.90061,South America,BR,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado,Rede de espera,,White
